SECRETARIA,CÓDIGO MUNICIPIO, NOMBRE MUNICIPIO, CÓDIGO ESTABLECIMIENTO, NOMBRE ESTABLECIMIENTO, CÓDIGO SEDE, NOMBRE SEDE, ZONA, DIRECCIÓN, TELÉFONO, ESTADO SEDE, NIVELES, MODELOS, GRADOS,SECTOR
BOYACA,15897,ZETAQUIRA,115897000018,I.E. LIBARDO CUERVO PATARROYO,215897000136,GACAL BOLIVAR,RURAL,VDA GACAL,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
TUNJA,15001,TUNJA,315001800109,COLEGIO ABRAHAM LINCOLN,315001800109,COLEGIO ABRAHAM LINCOLN - SEDE PRINCIPAL,URBANA,CL 17 9 3,7411075 / 3224281045 / 3232824099,NUEVO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",NO OFICIAL
TUNJA,15001,TUNJA,315001004175,FUNDACIÓN GENERACIONES DE PAZ,315001004175,FUNDACIÓN GENERACIONES DE PAZ - SEDE PRINCIPAL,URBANA,KR 12 24 14,,NUEVO-ACTIVO,PREESCOLAR,EDUCACIÓN TRADICIONAL,-3,NO OFICIAL
TUNJA,15001,TUNJA,315001003977,CENTRO INTEGRAL EL MUNDO DE LOS NIÑOS,315001003977,CENTRO INTEGRAL EL MUNDO DE LOS NIÑOS - SEDE PRINCIPAL,URBANA,CL 21 11 55,7423226,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
TUNJA,15001,TUNJA,315001004337,COLEGIO HARBARTH,315001004337,COLEGIO HARBARTH - SEDE PRINCIPAL,URBANA,IND CRA 11 16-75,,NUEVO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,"23,24,25,26",NO OFICIAL
TUNJA,15001,TUNJA,315001004060,I.E NUEVA COLOMBIA IENCO,315001004060,I.E NUEVA COLOMBIA IENCO - SEDE PRINCIPAL,URBANA,IND DG 41 # 14-06,,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8",NO OFICIAL
TUNJA,15001,TUNJA,315001004230,LICEO MODERNO VILLA LUZ,315001004230,JARDIN INFANTIL LA CASITA DE DISNEY - SEDE PRINCIPAL,URBANA,DG 60 9 08,3107874678,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
TUNJA,15001,TUNJA,315001003918,JARDÍN INFANTIL MUNDO MÁGICO,315001003918,JARDÍN INFANTIL MUNDO MÁGICO - SEDE PRINCIPAL,URBANA,TRANSV 9 #28-19,742 29 24,NUEVO-ACTIVO,PREESCOLAR,EDUCACIÓN TRADICIONAL,-3,NO OFICIAL
TUNJA,15001,TUNJA,315001003888,JARDÍN INFANTIL LA CASITA DE ROSITA,315001003888,JARDÍN INFANTIL LA CASITA DE ROSITA  - SEDE PRINCIPAL,URBANA,CALLE 16 NO- 10-46,7422242,NUEVO-ACTIVO,PREESCOLAR,EDUCACIÓN TRADICIONAL,-3,NO OFICIAL
TUNJA,15001,TUNJA,315001800142,COLEGIO SANTO TOMAS,315001800142,COLEGIO SANTO TOMAS - SEDE PRINCIPAL,URBANA,TV 9 C 29 A 64 <EOF>,,NUEVO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,"23,24,25,26",NO OFICIAL
TUNJA,15001,TUNJA,315001003451,IMMANUEL CHRISTIAN BILINGUAL SCHOOL,315001003451,IMMANUEL CHRISTIAN BILINGUAL SCHOOL,URBANA,CARRERA 10A NO. 10-48,7433512,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
TUNJA,15001,TUNJA,315001002831,JARDIN INFANTIL MIS PEQUEÑOS GENIOS,315001002831,JARDIN INFANTIL MIS PEQUEÑOS GENIOS,URBANA,KR 11 7 57,7409478,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
TUNJA,15001,TUNJA,315001003225,JARDIN INFANTIL HUELLITAS MÁGICAS,315001003225,JARDIN INFANTIL HUELLITAS MÁGICAS  - SEDE PRINCIPAL,URBANA,CALLE 16 NO. 12-89 SANTA BÁRBARA,7422592,NUEVO-ACTIVO,PREESCOLAR,EDUCACIÓN TRADICIONAL,-3,NO OFICIAL
TUNJA,15001,TUNJA,315001003675,CENT EDUCAT  LUNA MAGICA,315001003675,CENT EDUCAT  LUNA MAGICA,URBANA,IND KR 8 20 20,7426615,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
TUNJA,15001,TUNJA,315001001613,INSTITUCION EDUCATIVA SAN JERONIMO EMILIANI,115001000093,SANTA CATALINA,URBANA,VEREDA PIRGUA,17428510,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",OFICIAL
TUNJA,15001,TUNJA,315001003047,GABRIEL GARCIA MARQUEZ,315001003047,LA RONDA DE LOS NIÑOS,URBANA,TRANSV 5 NO 56 06,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9",NO OFICIAL
TUNJA,15001,TUNJA,315001002725,JARDIN INFANTIL DÍAS FELICES,315001002725,JARD INF TALLER DE ENSUEÑOS,RURAL,CLL 70A NO 0A - 15,7452379,ANTIGUO-ACTIVO,PREESCOLAR,EDUCACIÓN TRADICIONAL,-3,NO OFICIAL
TUNJA,15001,TUNJA,315001003314,LICEO SANTA CATALINA,315001003314,LICEO SANTA CATALINA,URBANA,CL 26 15 42,7436052,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
TUNJA,15001,TUNJA,315001002920,AMERICAN SCHOOL SAINT FRANCES,315001002920,AMERICAN SCHOOL SAINT FRANCES,URBANA,CRA 8 #22-55,7423565,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9",NO OFICIAL
TUNJA,15001,TUNJA,315001003421,IE RAFAEL BERNAL JIMENEZ,315001003421,IE RAFAEL BERNAL JIMENEZ,URBANA,TV 11 # 28A-69,7422598,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24",NO OFICIAL
TUNJA,15001,TUNJA,215001001007,INSTITUCION EDUCATIVA RURAL DEL SUR,215001001007,RUNTA ABAJO,RURAL,VDA RUNTA ABAJO,3112412827,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","FLEXIBLE ESCUELA INTEGRAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
TUNJA,15001,TUNJA,215001001007,INSTITUCION EDUCATIVA RURAL DEL SUR,215001000965,CHORRO BLANCO,RURAL,VDA CHORRO BLANCO,3112412827,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,6,7,8,9,10,11",OFICIAL
TUNJA,15001,TUNJA,115001001061,INSTITUCIÓN EDUCATIVA LIBERTADOR SIMON BOLIVAR,115001800096,MARCO FIDEL SUAREZ,URBANA,KR 14 3 17 <EOF>,,NUEVO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","EDUCACIÓN TRADICIONAL,FLEXIBLE PENSAR,ACELERACIÓN DEL APRENDIZAJE","6,7,8,9,10,11,99",OFICIAL
TUNJA,15001,TUNJA,315001001893,INSTITUTO TECNICO GONZALO SUAREZ RENDON,115001001088,EL CARMEN,URBANA,KR 17 26 33,7445123,CIERRE DEFINITIVO,,,,OFICIAL
TUNJA,15001,TUNJA,315001001893,INSTITUTO TECNICO GONZALO SUAREZ RENDON,115001001185,JUAN XXIII,URBANA,CL 17 9 40,0,CIERRE DEFINITIVO,,,,OFICIAL
TUNJA,15001,TUNJA,115001000430,ESCUELA NORMAL SUPERIOR SANTIAGO DE TUNJA,115001000421,JARDIN INFANTIL,URBANA,TRANSVERSAL 11 NO. 35-00,7424867,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3",OFICIAL
DUITAMA,15238,DUITAMA,315238800049,COLEGIO PAULO FREIRE DUITAMA,315238800049,COLEGIO PAULO FREIRE DUITAMA - SEDE PRINCIPAL,URBANA,CL 14 C 37 B 33 <EOF>,,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2",NO OFICIAL
DUITAMA,15238,DUITAMA,315238800057,GIMNASIO MUNDO DE SUEÑOS,315238800057,GIMNASIO MUNDO DE SUEÑOS - SEDE PRINCIPAL,URBANA,IND KR 4 # 17 A 43,3175811778,NUEVO-ACTIVO,PREESCOLAR,EDUCACIÓN TRADICIONAL,-3,NO OFICIAL
DUITAMA,15238,DUITAMA,315238001821,COLEGIO BET-EL,315238001821,COLEGIO BET-EL - SEDE PRINCIPAL,URBANA,CL 17 9 36,,CIERRE TEMPORAL,,,,NO OFICIAL
DUITAMA,15238,DUITAMA,315238001804,GIMNASIO PEDAGOGICO MARIANITO,315238001804,COLEGIO GIMNASIO PEDAGOGICO MARIANITO - SEDE PRINCIPAL,URBANA,KR 13 16 39,7610961,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
DUITAMA,15238,DUITAMA,315238001472,COLEGIO SANTA CLARA,315238001472,COLEGIO SANTA CLARA,URBANA,KR 30 10 42,7621404,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
DUITAMA,15238,DUITAMA,315238001511,COLEGIO SANTO DOMINGO DE GUZMAN,315238001511,COLEGIO SANTO DOMINGO DE GUZMAN,URBANA,CL 20 A 12 16,7631008,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
DUITAMA,15238,DUITAMA,315238000786,COLEGIO SAN LUIS GONZAGA,315238000786,COLEGIO SAN LUIS GONZAGA,URBANA,CR16#18-67,7618536-3002130319,CIERRE DEFINITIVO,,,,NO OFICIAL
DUITAMA,15238,DUITAMA,315238001464,INSTITUCION EDUCATIVA ARISTOCLES,315238001464,I.E. ARISTOCLES - SEDE PRINCIPAL,URBANA,KR 34 19 133,3125086334,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
DUITAMA,15238,DUITAMA,315238001651,COLEGIO CAMPESTRE PRE-ESCOLAR CULTURA Y CIENCIA,315238001651,COLEGIO CAMPESTRE PRE-ESCOLAR CULTURA Y CIENCIA,URBANA,KR 3 21 34,7610085,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1",NO OFICIAL
DUITAMA,15238,DUITAMA,315238000794,COLEGIO JESUS EUCARISTIA,315238000794,COLEGIO JESUS EUCARISTIA,URBANA,CL 20 10 34,7605787,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",NO OFICIAL
DUITAMA,15238,DUITAMA,215238000421,INSTITUCION EDUCATIVA QUEBRADA DE BECERRAS.,215238000421,PRINCIPAL QUEBRADA DE BECERRAS,RURAL,VDA QUEBRADA DE BECERRA,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MEDIA RURAL,ESCUELA NUEVA,TELESECUNDARIA","0,1,2,3,4,5,6,7,8,9,10,11",OFICIAL
DUITAMA,15238,DUITAMA,415238001664,COLEGIO DE BACHILLERATO NUEVA ESPERANZA,415238001664,COLEGIO DE BACHILLERATO NUEVA ESPERANZA,RURAL,KM 1 VIA PANTANO DE VARGAS,7638739,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,"21,22,23,24,25,26",NO OFICIAL
DUITAMA,15238,DUITAMA,215238000315,I.E. AGROINDUSTRIAL LA PRADERA,215238000277,SEDE SIRATA,RURAL,VDA SIRATA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",OFICIAL
DUITAMA,15238,DUITAMA,215238000412,INSTITUCION EDUCATIVA AGROINDUSTRIAL FRANCISCO MEDRANO,215238000676,SEDE AVENDAÑOS UNO,RURAL,VDA AVENDAÑOS UNO,7706650,CIERRE TEMPORAL,,,,OFICIAL
DUITAMA,15238,DUITAMA,315238001219,JARDIN INFANTIL SAN FRANCISCO DE ASIS,315238001219,JARDIN INFANTIL SAN FRANCISCO DE ASIS,URBANA,KR 12 15 53 <EOF>,7602201,CIERRE DEFINITIVO,,,,NO OFICIAL
DUITAMA,15238,DUITAMA,315238001413,COLEGIO PREESCOLAR SAN AGUSTIN DE HIPONA,315238001413,COLEGIO PREESCOLAR SAN AGUSTIN DE HIPONA,URBANA,KR 15 19 42 <EOF>,3143607470,CIERRE DEFINITIVO,,,,NO OFICIAL
DUITAMA,15238,DUITAMA,315238000522,COLEGIO SINDICATO ACERIAS BELENCITO,315238000522,COLEGIO SINDICATO ACERIAS BELENCITO,URBANA,KR 15 13 56,7602881,CIERRE DEFINITIVO,,,,NO OFICIAL
DUITAMA,15238,DUITAMA,315238000751,JARDIN INFANTIL KINDERPAX,315238000751,JARDIN INFANTIL KINDERPAX,URBANA,MZ4CASA4,605563,CIERRE DEFINITIVO,,,,NO OFICIAL
DUITAMA,15238,DUITAMA,115238000728,COLEGIO BOYACA DE DUITAMA,115238000728,COLEGIO BOYACA DE DUITAMA SEDE PRINCIPAL,URBANA,CL 3 A 9 14 <EOF>,7603811,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5,6,7,8,9,10,11",OFICIAL
DUITAMA,15238,DUITAMA,215238000510,INSTITUCION EDUCATIVA SAN LUIS,215238000510,SEDE SAN LUIS,RURAL,VDA SAN LUIS,7620565,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","MEDIA RURAL,POST PRIMARIA,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL,TELESECUNDARIA,ACELERACIÓN DEL APRENDIZAJE","0,1,2,3,4,5,6,7,8,9,10,11,23,24,25,99",OFICIAL
DUITAMA,15238,DUITAMA,215238000510,INSTITUCION EDUCATIVA SAN LUIS,215238000307,SEDE TOCOGUA,RURAL,VDA TOCOGUA,,CIERRE DEFINITIVO,,,,OFICIAL
SOGAMOSO,15759,SOGAMOSO,115759000473,INSTITUCION EDUCATIVA LOS LIBERTADORES,215759001911,ESCUELA ALCAPARRAL,RURAL,VEREDA ALCAPARRAL,0,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",OFICIAL
SOGAMOSO,15759,SOGAMOSO,315759002556,INSTITUCION EDUCATIVA ANTONIO NARIÑO,315759002556,INSTITUCION EDUCATIVA ANTONIO NARIÑO,URBANA,CARRERA 12 NO. 17 - 69 PISO 2,7705728,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA",PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,"23,24,25,26",NO OFICIAL
SOGAMOSO,15759,SOGAMOSO,315759000014,COLEGIO CELCO,315759000014,COLEGIO CELCO,URBANA,CALLE 20 #11-46,7703207,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",NO OFICIAL
SOGAMOSO,15759,SOGAMOSO,315759000243,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO CADES,315759000243,COLEGIO COMERCIAL ADVENTISTA DE SOGAMOSO CADES,URBANA,CARRERA 15 NO. 16-30,7704155-7711217,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5,6,7,8,9,10,11",NO OFICIAL
SOGAMOSO,15759,SOGAMOSO,315759002661,LICEO SANTO ÁNGEL,315759002661,LICEO BILINGUE SANTO ÁNGEL - SEDE PRINCIPAL,URBANA,KR 9 19 A 10,3203052651,NUEVO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1,2,3,4,5",NO OFICIAL
SOGAMOSO,15759,SOGAMOSO,315759002343,LICEO GABRIELA MISTRAL,315759002343,LICEO GABRIELA MISTRAL,URBANA,CALLE 6 NO 18 - 80,7710350,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,-1,0,1",NO OFICIAL
SOGAMOSO,15759,SOGAMOSO,315759000227,COLEGIO CIUDAD DEL SOL,315759000227,COLEGIO CIUDAD DEL SOL,URBANA,CALLE 10A NO.14A-04,7703879-7728758,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"1,2,3,4,5,6,7,8,9,10,11,21,23,25",NO OFICIAL
SOGAMOSO,15759,SOGAMOSO,315759001860,JARDIN INFANTIL PEQUEÑOS SABIOS,315759001860,JARDIN INFANTIL PEQUEÑOS SABIOS,URBANA,CALLE 6A NO. 26 - 36,7704094,CIERRE DEFINITIVO,,,,NO OFICIAL
SOGAMOSO,15759,SOGAMOSO,315759002068,COLEGIO PSICOPEDAGÓGICO DE SOGAMOSO,315759002068,COLEGIO PSICOPEDAGÓGICO DE SOGAMOSO,URBANA,CRA 21 Nº 9-35,7706902,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,MEDIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL","-2,-1,0,1,2,3,4,5,10,23,24,25,26",NO OFICIAL
SOGAMOSO,15759,SOGAMOSO,315759000004,COLEGIO GIMNASIO SAN ANGELO,315759000004,COLEGIO GIMNASIO SAN ANGELO,URBANA,CALLE 4  Nº 10-38,7723241,CIERRE DEFINITIVO,,,,NO OFICIAL
SOGAMOSO,15759,SOGAMOSO,315759001509,JARDÍN INFANTIL PEDAGÓGICO,315759001509,JARDÍN INFANTIL PEDAGÓGICO,URBANA,CRA 11 N° 20 - 33,7704186,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"-2,0,1,2,3,4,5",NO OFICIAL
SOGAMOSO,15759,SOGAMOSO,115759001887,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,215759000672,ESCUELA LAS MANITAS,URBANA,IND VEREDA LAS MANITAS,7729871,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PREESCOLAR ESCOLARIZADO_,TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,PREESCOLAR NO ESCOLARIZADO/SEMIESCOLARIZADO   ,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,21,22,23,24,25,26",OFICIAL
SOGAMOSO,15759,SOGAMOSO,115759001887,INSTITUCION EDUCATIVA POLITECNICO ALVARO GONZALEZ SANTANA,115759000341,CONCENTRACION SANTA BARBARA,URBANA,BARRIO SANTA BARBARA,0,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA","ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5",OFICIAL
SOGAMOSO,15759,SOGAMOSO,215759001768,INSTIUCION EDUCATIVA NUESTRA SEÑORA DE MORCA,215759001768,INSTITUCIÓN EDUCATIVA NUESTRA SEÑORA DE MORCA,RURAL,MORCA CENTRO,772512-7725113,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PREESCOLAR ESCOLARIZADO_,TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,FLEXIBLE ESCUELA INTEGRAL,MEDIA RURAL,EDUCACIÓN TRADICIONAL","-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
SOGAMOSO,15759,SOGAMOSO,215759000575,INSTITUCION EDUCATIVA INTEGRADA MARCO ANTONIO QUIJANO RICO,215759000575,INSTITUCION EDUCATIVA INTEGRADA MARCO ANTONIO QUIJANO RICO,RURAL,VEREDA EL HATILLO,7701047,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","TRANSFORMEMOS,PREESCOLAR ESCOLARIZADO_,MEDIA RURAL,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA,TELESECUNDARIA,EDUCACIÓN TRADICIONAL,ACELERACIÓN DEL APRENDIZAJE","-1,0,1,2,3,4,5,6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
SOGAMOSO,15759,SOGAMOSO,215759000583,INSTITUCION EDUCATIVA EL CRUCERO,215759001580,CINTAS NO 2,RURAL,VEREDA LAS CINTAS SECTOR ALTO,0,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","TRANSFORMEMOS,ESCUELA NUEVA,EDUCACIÓN TRADICIONAL","0,1,2,3,4,5,21,22,23",OFICIAL
SOGAMOSO,15759,SOGAMOSO,115759001895,INSTITUCION EDUCATIVA TECNICA BELLAS ARTES,115759001895,INSTITUCION EDUCATIVA TECNICA  BELLAS ARTES,URBANA,CL 5 19 20,7704205,ANTIGUO-ACTIVO,"MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","TRANSFORMEMOS,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,EDUCACIÓN TRADICIONAL,CAFAM","6,7,8,9,10,11,21,22,23,24,25,26",OFICIAL
SOGAMOSO,15759,SOGAMOSO,115759001895,INSTITUCION EDUCATIVA TECNICA BELLAS ARTES,115759001160,VALDES TAVERA,URBANA,KR 28 8 55,7704205,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",EDUCACIÓN TRADICIONAL,"0,1,2,3,4,5",OFICIAL
BOYACA,15022,ALMEIDA,315022000196,I.E. ENRIQUE SUAREZ,215022000108,COL DE EDUC BAS MOLINOS,RURAL,VDA MOLINOS,,ANTIGUO-ACTIVO,"PREESCOLAR,MEDIA,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","POST PRIMARIA,PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,6,7,8,9,21,22,23,24,25,26",OFICIAL
BOYACA,15022,ALMEIDA,315022000196,I.E. ENRIQUE SUAREZ,215022000116,ESC TIBAITA,RURAL,VDA TIBAITA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15047,AQUITANIA,115047000019,I.E. TECNICA RAMON IGNACIO AVELLA,215047000234,ESC HATOLAGUNA,RURAL,VEDA HATOLAGUNA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15047,AQUITANIA,115047000019,I.E. TECNICA RAMON IGNACIO AVELLA,215047000048,ESC HIRVA,RURAL,VDA HIRVA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","ESPERE,ESCUELA NUEVA,TELESECUNDARIA,SER HUMANO","0,1,2,3,4,5,6,7,8,9,21,22",OFICIAL
BOYACA,15047,AQUITANIA,215047000170,I.E. TOQUILLA,215047000595,SEDE ALIZAL,RURAL,VDA TOQUILLA CUARTO ALIZAL,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15047,AQUITANIA,215047000170,I.E. TOQUILLA,215047000251,SEDE CORRAL DE PIEDRA,RURAL,VDA TOQUILLA CUARTO COORAL DE PIEDRA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"0,1,2,3,4,5",OFICIAL
BOYACA,15047,AQUITANIA,215047000170,I.E. TOQUILLA,215047000391,SEDE SAN ANTONIO SORIANO,RURAL,VDA SORIANO CUARTO SAN ANTONIO,,CIERRE TEMPORAL,,,,OFICIAL
BOYACA,15047,AQUITANIA,215047000153,I.E. SUSE,215047000617,SEDE BARRANCO AMARILLO,RURAL,VDA SISVACA CUARTO BARRANCO AMARILLO,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA SECUNDARIA,BÁSICA PRIMARIA","PROGRAMA PARA JÓVENES EN EXTRAEDAD Y ADULTOS,ESCUELA NUEVA","0,1,2,3,4,5,21,22,23,24",OFICIAL
BOYACA,15047,AQUITANIA,215047000099,I.E. REGION SUR DE AQUITANIA,215047000129,ESC VISAGUE,RURAL,VDA SISVACA,,ANTIGUO-ACTIVO,"PREESCOLAR,BÁSICA PRIMARIA",ESCUELA NUEVA,"-1,0,1,2,3,4,5",OFICIAL
BOYACA,15087,BELÉN,215087000172,ESC EL RINCON,215087000172,ESC EL RINCON,RURAL,VDA EL RINCON,,CIERRE TEMPORAL,,,,OFICIAL
